universe_name,ticker,selection_rows,avg_weight,max_weight
pool_a_v8_2_reproduction_top10_control,INTC,198,0.1,0.1
small_growth_only,DDOG,189,0.2,0.2
pool_a_plus_small_growth_ex_extreme_vol_top10_control,ASML,186,0.1,0.1
pool_a_plus_small_growth_top10_control,MU,185,0.1,0.1
pool_a_plus_small_growth_top10_control,TQQQ,185,0.1,0.1
pool_a_v8_2_reproduction_top10_control,NOW,184,0.1,0.1
small_growth_only,KLAC,183,0.2,0.2
small_growth_only,ROKU,183,0.2,0.2
pool_a_plus_small_growth_ex_extreme_vol_top10_control,NET,178,0.1,0.1
pool_a_plus_small_growth_top10_control,MDB,178,0.1,0.1
pool_a_plus_small_growth_top10_control,MRVL,177,0.09999999999999999,0.1
pool_a_plus_small_growth_ex_extreme_vol_top10_control,MU,169,0.10000000000000002,0.1
pool_a_plus_small_growth_ex_extreme_vol_top10_control,ORCL,169,0.10000000000000002,0.1
pool_a_plus_small_growth_ex_extreme_vol_top10_control,TSLA,169,0.10000000000000002,0.1
small_growth_only_top10_control,LRCX,169,0.10000000000000002,0.1
pool_a_plus_small_growth,TSLA,168,0.2,0.2
pool_a_v8_2_reproduction_top10_control,AVGO,168,0.1,0.1
small_growth_only,MRVL,167,0.19999999999999998,0.2
small_growth_only,TEAM,167,0.19999999999999998,0.2
pool_a_plus_small_growth_ex_extreme_vol_top10_control,CRM,167,0.09999999999999999,0.1
pool_a_plus_small_growth_top10_control,DDOG,167,0.09999999999999999,0.1
pool_a_v8_2_reproduction_top10_control,UBER,167,0.09999999999999999,0.1
pool_a_v8_2_reproduction,QLD,165,0.2,0.2
pool_a_v8_2_reproduction,SHOP,165,0.2,0.2
pool_a_plus_small_growth_ex_extreme_vol_top10_control,UPRO,165,0.1,0.1
pool_a_plus_small_growth_top10_control,UPRO,165,0.1,0.1
pool_a_plus_small_growth_ex_extreme_vol_top10_control,DDOG,164,0.10000000000000002,0.1
pool_a_plus_small_growth_top10_control,ON,163,0.1,0.1
small_growth_only,TSM,159,0.2,0.2
pool_a_v8_2_reproduction_top10_control,PANW,159,0.1,0.1
pool_a_plus_small_growth_ex_extreme_vol_top10_control,MDB,156,0.1,0.1
pool_a_plus_small_growth_ex_extreme_vol_top10_control,MRVL,156,0.1,0.1
pool_a_plus_small_growth,MDB,155,0.2,0.2
pool_a_plus_small_growth_top10_control,CRM,152,0.1,0.1
pool_a_v8_2_reproduction,PLTR,150,0.2,0.2
pool_a_plus_small_growth_top10_control,SNAP,150,0.1,0.1
pool_a_plus_small_growth_ex_extreme_vol_top10_control,SNAP,149,0.1,0.1
pool_a_plus_small_growth_top10_control,LRCX,149,0.1,0.1
pool_a_plus_small_growth_ex_extreme_vol_top10_control,MPWR,147,0.1,0.1
pool_a_plus_small_growth_top10_control,MPWR,147,0.1,0.1
pool_a_v8_2_reproduction,TQQQ,146,0.2,0.2
small_growth_only,MPWR,146,0.2,0.2
pool_a_plus_small_growth_top10_control,ORCL,146,0.1,0.1
pool_a_v8_2_reproduction_top10_control,AMD,146,0.1,0.1
pool_a_plus_small_growth_ex_extreme_vol_top10_control,AMD,145,0.1,0.1
pool_a_v8_2_reproduction,TSLA,144,0.2,0.2
pool_a_plus_small_growth_ex_extreme_vol_top10_control,OKTA,144,0.1,0.1
pool_a_plus_small_growth_top10_control,NET,144,0.1,0.1
small_growth_only,OKTA,139,0.2,0.2
pool_a_plus_small_growth_top10_control,KLAC,139,0.1,0.1
pool_a_plus_small_growth_top10_control,META,139,0.1,0.1
pool_a_plus_small_growth_ex_extreme_vol_top10_control,LRCX,138,0.1,0.1
pool_a_plus_small_growth_ex_extreme_vol_top10_control,INTC,136,0.1,0.1
pool_a_plus_small_growth_top10_control,INTC,133,0.1,0.1
pool_a_plus_small_growth,TEAM,131,0.2,0.2
pool_a_plus_small_growth_ex_extreme_vol,ASML,130,0.2,0.2
pool_a_v8_2_reproduction,NET,129,0.2,0.2
pool_a_plus_small_growth_ex_extreme_vol_top10_control,NVDA,129,0.1,0.1
pool_a_plus_small_growth_ex_extreme_vol_top10_control,PINS,129,0.1,0.1
pool_a_plus_small_growth_top10_control,PINS,127,0.1,0.1
pool_a_plus_small_growth_ex_extreme_vol,TSLA,126,0.2,0.2
pool_a_plus_small_growth_ex_extreme_vol_top10_control,QLD,125,0.1,0.1
pool_a_plus_small_growth_ex_extreme_vol_top10_control,UBER,125,0.1,0.1
pool_a_v8_2_reproduction_top10_control,GOOGL,125,0.1,0.1
pool_a_plus_small_growth,MPWR,124,0.2,0.2
pool_a_plus_small_growth,NET,124,0.2,0.2
pool_a_v8_2_reproduction,CRWD,124,0.2,0.2
pool_a_plus_small_growth_ex_extreme_vol_top10_control,AAPL,124,0.1,0.1
pool_a_plus_small_growth_top10_control,SHOP,124,0.1,0.1
pool_a_plus_small_growth_ex_extreme_vol,NET,123,0.2,0.2
pool_a_plus_small_growth_ex_extreme_vol_top10_control,ON,123,0.1,0.1
pool_a_plus_small_growth_top10_control,ROKU,123,0.1,0.1
pool_a_plus_small_growth_ex_extreme_vol_top10_control,SHOP,122,0.1,0.1
pool_a_plus_small_growth_top10_control,NOW,122,0.1,0.1
small_growth_only,ON,117,0.2,0.2
pool_a_plus_small_growth_ex_extreme_vol_top10_control,KLAC,117,0.1,0.1
pool_a_plus_small_growth_top10_control,ZS,117,0.1,0.1
pool_a_v8_2_reproduction_top10_control,SNOW,117,0.1,0.1
pool_a_plus_small_growth,MRVL,116,0.2,0.2
pool_a_plus_small_growth_ex_extreme_vol,MRVL,112,0.2,0.2
pool_a_plus_small_growth,SNAP,108,0.2,0.2
pool_a_plus_small_growth_top10_control,ADBE,108,0.1,0.1
pool_a_plus_small_growth_top10_control,CRWD,108,0.1,0.1
pool_a_plus_small_growth_ex_extreme_vol,NVDA,107,0.2,0.2
pool_a_v8_2_reproduction,INTC,107,0.2,0.2
pool_a_plus_small_growth_ex_extreme_vol_top10_control,AVGO,106,0.10000000000000002,0.1
pool_a_plus_small_growth_ex_extreme_vol_top10_control,META,106,0.10000000000000002,0.1
pool_a_plus_small_growth_top10_control,AMD,106,0.10000000000000002,0.1
pool_a_plus_small_growth_ex_extreme_vol,MU,105,0.2,0.2
pool_a_plus_small_growth_ex_extreme_vol,UBER,105,0.2,0.2
small_growth_only,ASML,105,0.2,0.2
pool_a_plus_small_growth_top10_control,SPOT,105,0.1,0.1
pool_a_v8_2_reproduction_top10_control,MU,105,0.1,0.1
pool_a_plus_small_growth,TQQQ,104,0.2,0.2
pool_a_plus_small_growth_ex_extreme_vol,ORCL,104,0.2,0.2
small_growth_only,SPOT,104,0.2,0.2
pool_a_plus_small_growth_ex_extreme_vol_top10_control,NFLX,104,0.1,0.1
pool_a_plus_small_growth_top10_control,NVDA,104,0.1,0.1
pool_a_plus_small_growth_top10_control,AMZN,103,0.1,0.1
pool_a_v8_2_reproduction_top10_control,XLK,103,0.1,0.1
pool_a_plus_small_growth,MU,102,0.2,0.2
pool_a_plus_small_growth,ON,102,0.2,0.2
pool_a_plus_small_growth_ex_extreme_vol,MPWR,102,0.2,0.2
pool_a_plus_small_growth_ex_extreme_vol,UPRO,102,0.2,0.2
pool_a_v8_2_reproduction_top10_control,ADBE,102,0.1,0.1
pool_a_plus_small_growth,ZS,97,0.2,0.2
pool_a_v8_2_reproduction_top10_control,ORCL,95,0.1,0.1
pool_a_plus_small_growth_top10_control,AMAT,92,0.1,0.1
pool_a_plus_small_growth_ex_extreme_vol,TEAM,88,0.2,0.2
pool_a_plus_small_growth_ex_extreme_vol,META,87,0.2,0.2
pool_a_plus_small_growth_ex_extreme_vol_top10_control,CRWD,87,0.1,0.1
pool_a_plus_small_growth,PINS,86,0.19999999999999998,0.2
pool_a_plus_small_growth_ex_extreme_vol_top10_control,PANW,86,0.09999999999999999,0.1
pool_a_plus_small_growth_ex_extreme_vol,AMD,84,0.2,0.2
pool_a_plus_small_growth_top10_control,QLD,84,0.1,0.1
pool_a_plus_small_growth_ex_extreme_vol,ADBE,83,0.2,0.2
pool_a_plus_small_growth_ex_extreme_vol,DDOG,83,0.2,0.2
pool_a_plus_small_growth_ex_extreme_vol,SHOP,83,0.2,0.2
small_growth_only,AMAT,83,0.2,0.2
pool_a_plus_small_growth_ex_extreme_vol_top10_control,ADBE,83,0.1,0.1
pool_a_plus_small_growth_ex_extreme_vol_top10_control,MSFT,83,0.1,0.1
pool_a_plus_small_growth_ex_extreme_vol_top10_control,TSM,83,0.1,0.1
pool_a_plus_small_growth_top10_control,GOOGL,83,0.1,0.1
pool_a_plus_small_growth,INTC,82,0.20000000000000004,0.2
small_growth_only,FTNT,82,0.20000000000000004,0.2
pool_a_plus_small_growth,ORCL,81,0.19999999999999998,0.2
pool_a_plus_small_growth_ex_extreme_vol_top10_control,AMZN,81,0.09999999999999999,0.1
pool_a_plus_small_growth_ex_extreme_vol_top10_control,GLD,81,0.09999999999999999,0.1
pool_a_v8_2_reproduction,NFLX,80,0.2,0.2
pool_a_plus_small_growth_top10_control,OKTA,79,0.1,0.1
pool_a_plus_small_growth_ex_extreme_vol,MDB,77,0.2,0.2
pool_a_v8_2_reproduction_top10_control,GLD,76,0.1,0.1
pool_a_plus_small_growth_ex_extreme_vol,INTC,75,0.2,0.2
pool_a_v8_2_reproduction,ORCL,70,0.2,0.2
pool_a_plus_small_growth_ex_extreme_vol_top10_control,AMAT,70,0.1,0.1
pool_a_v8_2_reproduction,NOW,68,0.2,0.2
pool_a_plus_small_growth_ex_extreme_vol,SNAP,65,0.2,0.2
small_growth_only,LRCX,65,0.2,0.2
pool_a_plus_small_growth_top10_control,FTNT,65,0.1,0.1
pool_a_plus_small_growth,CRWD,64,0.2,0.2
pool_a_plus_small_growth,AMD,63,0.2,0.2
pool_a_plus_small_growth,GOOGL,63,0.2,0.2
pool_a_plus_small_growth,SPOT,63,0.2,0.2
pool_a_v8_2_reproduction,AVGO,63,0.2,0.2
pool_a_v8_2_reproduction,SSO,63,0.2,0.2
pool_a_v8_2_reproduction,UBER,63,0.2,0.2
pool_a_plus_small_growth_ex_extreme_vol_top10_control,SPOT,63,0.1,0.1
pool_a_plus_small_growth_top10_control,NFLX,63,0.1,0.1
pool_a_v8_2_reproduction_top10_control,SSO,63,0.1,0.1
pool_a_plus_small_growth,META,62,0.2,0.2
pool_a_plus_small_growth_ex_extreme_vol,CRM,62,0.2,0.2
pool_a_plus_small_growth_ex_extreme_vol,LRCX,62,0.2,0.2
pool_a_plus_small_growth,SHOP,61,0.2,0.2
pool_a_plus_small_growth_ex_extreme_vol,NOW,60,0.2,0.2
pool_a_plus_small_growth_ex_extreme_vol,ON,60,0.2,0.2
