ticker,return_contribution,abs_share,universe_name
AMZN,0.0016714334487915,0.0012503469922468,pool_a_v8_2_reproduction_top10_control
META,-0.0013414502143859,0.0010034968739073,pool_a_v8_2_reproduction_top10_control
QQQ,0.0012947499752044,0.0009685618882278,pool_a_v8_2_reproduction_top10_control
PANW,0.0007486701011657,0.0005600566447049,pool_a_v8_2_reproduction_top10_control
SHY,0.0,0.0,pool_a_v8_2_reproduction_top10_control
SPY,0.0,0.0,pool_a_v8_2_reproduction_top10_control
TLT,0.0,0.0,pool_a_v8_2_reproduction_top10_control
IWM,0.0,0.0,pool_a_v8_2_reproduction_top10_control
TSLA,0.1898915088467533,0.1152851579662346,pool_a_plus_small_growth
MSTR,0.1220647640485089,0.07410681862979,pool_a_plus_small_growth
MRVL,0.1104718154995995,0.0670686160641659,pool_a_plus_small_growth
ZS,-0.1100707208871231,0.0668251072520047,pool_a_plus_small_growth
NET,0.1076995927019087,0.0653855700707439,pool_a_plus_small_growth
TQQQ,0.0922883440699085,0.0560292368476987,pool_a_plus_small_growth
ON,-0.0892027848588953,0.0541559609797245,pool_a_plus_small_growth
PINS,0.0876490082265319,0.0532126466335795,pool_a_plus_small_growth
ORCL,-0.0655188201447169,0.0397771736925884,pool_a_plus_small_growth
DDOG,-0.0481218641897279,0.0292152963996911,pool_a_plus_small_growth
ASML,0.040670574918809,0.0246915393035102,pool_a_plus_small_growth
SHOP,0.0395973604117702,0.0240399793431569,pool_a_plus_small_growth
INTC,0.0395629123498093,0.0240190655577596,pool_a_plus_small_growth
AMD,-0.0393798337492735,0.023907916589008,pool_a_plus_small_growth
AVGO,0.0382121228675828,0.0231989868729181,pool_a_plus_small_growth
UPRO,0.036877817374777,0.0223889157936606,pool_a_plus_small_growth
NVDA,0.0289111242548292,0.0175522515300526,pool_a_plus_small_growth
AMZN,0.0279242935604801,0.0169531361026441,pool_a_plus_small_growth
SOXX,0.0275771477073903,0.0167423801570316,pool_a_plus_small_growth
MU,0.0273671653455728,0.0166148976281956,pool_a_plus_small_growth
SNAP,-0.0273480881554663,0.0166033156628496,pool_a_plus_small_growth
SPOT,0.0259449471828398,0.0157514538304772,pool_a_plus_small_growth
LRCX,0.024649544486605,0.0149650010534559,pool_a_plus_small_growth
TEAM,-0.0241513643678278,0.0146625505961517,pool_a_plus_small_growth
CRWD,0.023708678317977,0.0143937911792802,pool_a_plus_small_growth
AMAT,-0.0234310006904881,0.0142252101334865,pool_a_plus_small_growth
GOOGL,0.0205867058329581,0.0124984084247406,pool_a_plus_small_growth
ROKU,-0.0164818849327061,0.0100063279268678,pool_a_plus_small_growth
AAPL,0.0154633567726335,0.0093879686303402,pool_a_plus_small_growth
CRM,-0.0153845901232842,0.0093401485584062,pool_a_plus_small_growth
FTNT,0.0118445066455074,0.0071909261659584,pool_a_plus_small_growth
OKTA,-0.0117785734664984,0.007150897430585,pool_a_plus_small_growth
GLD,0.0113172788569864,0.0068708405589032,pool_a_plus_small_growth
UBER,-0.011189141116598,0.006793046771641,pool_a_plus_small_growth
MDB,-0.0073671254746763,0.0044726603588713,pool_a_plus_small_growth
META,-0.0048190146264078,0.0029256751174449,pool_a_plus_small_growth
QLD,0.001705369384956,0.0010353479211864,pool_a_plus_small_growth
ADBE,-0.0005656408729747,0.0003434065998479,pool_a_plus_small_growth
KLAC,0.000342974132809,0.000208223249788,pool_a_plus_small_growth
MPWR,-6.8297525925090086e-06,4.146415557386117e-06,pool_a_plus_small_growth
SHY,0.0,0.0,pool_a_plus_small_growth
SPY,0.0,0.0,pool_a_plus_small_growth
SSO,0.0,0.0,pool_a_plus_small_growth
IWM,0.0,0.0,pool_a_plus_small_growth
TLT,0.0,0.0,pool_a_plus_small_growth
MSFT,0.0,0.0,pool_a_plus_small_growth
QQQ,0.0,0.0,pool_a_plus_small_growth
TSM,0.0,0.0,pool_a_plus_small_growth
NFLX,0.0,0.0,pool_a_plus_small_growth
PANW,0.0,0.0,pool_a_plus_small_growth
XLK,0.0,0.0,pool_a_plus_small_growth
NOW,0.0,0.0,pool_a_plus_small_growth
MSTR,0.1645087413161109,0.122919881928649,pool_a_plus_small_growth_top10_control
MRVL,0.1044807321635882,0.0780673364747781,pool_a_plus_small_growth_top10_control
TSLA,0.0999085896028742,0.074651060724154,pool_a_plus_small_growth_top10_control
INTC,0.0716427217861293,0.0535309846306363,pool_a_plus_small_growth_top10_control
UPRO,0.0710936410123262,0.0531207149796427,pool_a_plus_small_growth_top10_control
ZS,-0.0680268186430419,0.0508292048719566,pool_a_plus_small_growth_top10_control
KLAC,0.0524262009253624,0.0391725228468578,pool_a_plus_small_growth_top10_control
TQQQ,0.049126299213416,0.036706857341405,pool_a_plus_small_growth_top10_control
NET,0.0486773900431562,0.0363714352734737,pool_a_plus_small_growth_top10_control
CRWD,-0.0384114893154437,0.0287008197472331,pool_a_plus_small_growth_top10_control
SOXX,0.0351502741896112,0.0262640606121002,pool_a_plus_small_growth_top10_control
ASML,0.0329294227136013,0.0246046545584872,pool_a_plus_small_growth_top10_control
AMAT,0.032155669609876,0.0240265111760083,pool_a_plus_small_growth_top10_control
ON,-0.0319158125940408,0.0238472915440888,pool_a_plus_small_growth_top10_control
SNAP,-0.0308158083339252,0.0230253753790711,pool_a_plus_small_growth_top10_control
TEAM,-0.0285697298825027,0.0213471198903806,pool_a_plus_small_growth_top10_control
PINS,0.026112114298302,0.0195108052057069,pool_a_plus_small_growth_top10_control
META,0.0232345310579506,0.0173606933677944,pool_a_plus_small_growth_top10_control
AMZN,0.0227139585793357,0.0169717249330795,pool_a_plus_small_growth_top10_control
ORCL,-0.0213036598279857,0.0159179587039224,pool_a_plus_small_growth_top10_control
ADBE,-0.0208581355261916,0.0155850657881128,pool_a_plus_small_growth_top10_control
SPOT,0.0180035363812776,0.0134521275196703,pool_a_plus_small_growth_top10_control
NVDA,0.0170520010420025,0.0127411463850576,pool_a_plus_small_growth_top10_control
NOW,-0.0153790248616607,0.0114911092568669,pool_a_plus_small_growth_top10_control
LRCX,0.0153486481419774,0.0114684119657262,pool_a_plus_small_growth_top10_control
ROKU,0.0148131732606696,0.011068308550798,pool_a_plus_small_growth_top10_control
QLD,0.0145980431474899,0.0109075647027824,pool_a_plus_small_growth_top10_control
SHOP,0.0134472811858821,0.0100477227070492,pool_a_plus_small_growth_top10_control
AAPL,0.013014451263706,0.0097243149506988,pool_a_plus_small_growth_top10_control
MSFT,-0.0127928956871409,0.0095587700374368,pool_a_plus_small_growth_top10_control
TSM,0.0115211066930375,0.0086084974151878,pool_a_plus_small_growth_top10_control
OKTA,-0.0109741975944367,0.0081998504260498,pool_a_plus_small_growth_top10_control
MPWR,0.0108802905001189,0.0081296836443125,pool_a_plus_small_growth_top10_control
GOOGL,0.0107802563111408,0.0080549387365364,pool_a_plus_small_growth_top10_control
MDB,0.0105627032625818,0.0078923844866641,pool_a_plus_small_growth_top10_control
AVGO,0.0102175427960843,0.0076344827882565,pool_a_plus_small_growth_top10_control
SSO,-0.0089842570429338,0.0067129795419929,pool_a_plus_small_growth_top10_control
GLD,0.0086364143584041,0.0064530737073845,pool_a_plus_small_growth_top10_control
MU,-0.0078019584522565,0.0058295735782259,pool_a_plus_small_growth_top10_control
PANW,-0.0075877729062744,0.0056695355047939,pool_a_plus_small_growth_top10_control
UBER,-0.0071292144419651,0.0053269035459123,pool_a_plus_small_growth_top10_control
SPY,0.0060715179576382,0.004536599481036,pool_a_plus_small_growth_top10_control
CRM,0.0060593657559694,0.0045275194334814,pool_a_plus_small_growth_top10_control
DDOG,-0.0047868396334447,0.003576696033579,pool_a_plus_small_growth_top10_control
NFLX,0.0039792328412241,0.0029732573910464,pool_a_plus_small_growth_top10_control
FTNT,0.0015293515313585,0.0011427217068104,pool_a_plus_small_growth_top10_control
IWM,-0.0011568096092516,0.0008643607594681,pool_a_plus_small_growth_top10_control
SHY,-0.0007213705681257,0.0005390034860848,pool_a_plus_small_growth_top10_control
AMD,-0.0004501942610229,0.0003363822795505,pool_a_plus_small_growth_top10_control
TLT,0.0,0.0,pool_a_plus_small_growth_top10_control
XLK,0.0,0.0,pool_a_plus_small_growth_top10_control
QQQ,0.0,0.0,pool_a_plus_small_growth_top10_control
ZS,-0.2176520344772245,0.1908926689417189,small_growth_only
ROKU,0.1453480487287232,0.1274781419523113,small_growth_only
ASML,0.1052342349363876,0.092296146090695,small_growth_only
TSM,0.1028422987669237,0.0901982880099107,small_growth_only
TEAM,-0.1003121071702392,0.087979172401894,small_growth_only
MDB,0.0893524580884446,0.0783669642324943,small_growth_only
OKTA,-0.0752699717065765,0.0660158579484337,small_growth_only
PINS,-0.0644404818226857,0.0565178064729279,small_growth_only
ON,-0.0396532621303704,0.034778067011839,small_growth_only
MPWR,-0.0385823556073563,0.0338388237612244,small_growth_only
MRVL,0.0354139166531707,0.0310599305163433,small_growth_only
SPOT,0.0326306488318285,0.0286188532984264,small_growth_only
SNAP,0.0256049420619452,0.0224569264424416,small_growth_only
KLAC,0.0227303347221948,0.0199357395003466,small_growth_only
FTNT,0.0164188308999852,0.0144002074638494,small_growth_only
DDOG,0.0151559038035167,0.0132925517293062,small_growth_only
LRCX,-0.0111024383178195,0.0097374420934767,small_growth_only
AMAT,-0.0024358947342912,0.0021364121323597,small_growth_only
ZS,-0.1058163154043201,0.1237991500683894,small_growth_only_top10_control
TSM,0.1011421903964352,0.1183306861450469,small_growth_only_top10_control
SPOT,0.0803136597538634,0.0939624742972687,small_growth_only_top10_control
MRVL,0.0708076634206719,0.0828409921127332,small_growth_only_top10_control
ASML,0.0698456770246918,0.0817155220210499,small_growth_only_top10_control
KLAC,0.0616704821852738,0.0721510028928199,small_growth_only_top10_control
SNAP,-0.0609359448199551,0.0712916354014036,small_growth_only_top10_control
ROKU,0.0563384846485459,0.0659128650339137,small_growth_only_top10_control
AMAT,0.0494294658712117,0.0578297008340231,small_growth_only_top10_control
FTNT,0.0447424751869645,0.0523461847914246,small_growth_only_top10_control
PINS,-0.0324280320864357,0.0379389775135498,small_growth_only_top10_control
TEAM,-0.0282280403989188,0.0330252229642428,small_growth_only_top10_control
ON,0.0237217079258731,0.027753066889284,small_growth_only_top10_control
LRCX,0.0186388016974935,0.0218063518808626,small_growth_only_top10_control
MPWR,-0.0158266373544493,0.0185162774325958,small_growth_only_top10_control
DDOG,-0.0151817449716286,0.0177617895393656,small_growth_only_top10_control
MDB,0.0119476159752578,0.0139780401295285,small_growth_only_top10_control
OKTA,0.0077269177151908,0.0090400600524969,small_growth_only_top10_control
MRVL,0.1735329852911358,0.0980602882645414,pool_a_plus_small_growth_ex_extreme_vol
TSLA,0.1432729889173831,0.0809609226176246,pool_a_plus_small_growth_ex_extreme_vol
TQQQ,0.1392640508023254,0.0786955456546355,pool_a_plus_small_growth_ex_extreme_vol
INTC,0.1256059099319451,0.0709775822446231,pool_a_plus_small_growth_ex_extreme_vol
MPWR,-0.0993475569393368,0.0561394714411505,pool_a_plus_small_growth_ex_extreme_vol
ORCL,-0.0922119671857449,0.0521072813246673,pool_a_plus_small_growth_ex_extreme_vol
SHOP,0.0850508970839799,0.0480606927335499,pool_a_plus_small_growth_ex_extreme_vol
NET,0.0820287681366215,0.0463529434243716,pool_a_plus_small_growth_ex_extreme_vol
ON,-0.0795350977138861,0.0449438162772765,pool_a_plus_small_growth_ex_extreme_vol
UPRO,0.0696289557569871,0.0393460382280298,pool_a_plus_small_growth_ex_extreme_vol
PINS,0.0601081368602168,0.0339659991307627,pool_a_plus_small_growth_ex_extreme_vol
AMAT,0.0516597292596417,0.0291919598707404,pool_a_plus_small_growth_ex_extreme_vol
AMD,0.0438045249620725,0.0247531288525095,pool_a_plus_small_growth_ex_extreme_vol
MDB,0.0399287384469256,0.0225629934019524,pool_a_plus_small_growth_ex_extreme_vol
KLAC,0.0389355079416052,0.022001737168727,pool_a_plus_small_growth_ex_extreme_vol
AVGO,0.0382121228675828,0.0215929656100179,pool_a_plus_small_growth_ex_extreme_vol
MU,0.038079399630441,0.0215179661574834,pool_a_plus_small_growth_ex_extreme_vol
ASML,-0.0347569606217087,0.0196405171734123,pool_a_plus_small_growth_ex_extreme_vol
ZS,-0.0346364523608017,0.0195724201785789,pool_a_plus_small_growth_ex_extreme_vol
SNAP,0.0325340122277942,0.0183843700499203,pool_a_plus_small_growth_ex_extreme_vol
CRWD,0.0302463370615243,0.017091647021594,pool_a_plus_small_growth_ex_extreme_vol
NOW,-0.0268837709624274,0.015191522959112,pool_a_plus_small_growth_ex_extreme_vol
NVDA,0.0259132185230432,0.0146430816825317,pool_a_plus_small_growth_ex_extreme_vol
FTNT,0.0247612717267021,0.0139921378016026,pool_a_plus_small_growth_ex_extreme_vol
META,-0.0234290269517019,0.0132393108594724,pool_a_plus_small_growth_ex_extreme_vol
DDOG,0.0213582822661861,0.012069171243403,pool_a_plus_small_growth_ex_extreme_vol
PANW,0.0200698516989318,0.0113411029016878,pool_a_plus_small_growth_ex_extreme_vol
SPOT,0.01996115913417,0.0112796827387437,pool_a_plus_small_growth_ex_extreme_vol
TEAM,-0.0176333966819826,0.0099643071247651,pool_a_plus_small_growth_ex_extreme_vol
AAPL,0.0168122180577828,0.0095002742351642,pool_a_plus_small_growth_ex_extreme_vol
ADBE,-0.0106240297664128,0.0060034432052079,pool_a_plus_small_growth_ex_extreme_vol
NFLX,-0.0100825111416011,0.0056974410214699,pool_a_plus_small_growth_ex_extreme_vol
UBER,0.0078597505566973,0.0044414000253847,pool_a_plus_small_growth_ex_extreme_vol
LRCX,-0.003849460514421,0.0021752591132677,pool_a_plus_small_growth_ex_extreme_vol
SOXX,-0.0028953064389555,0.0016360842495842,pool_a_plus_small_growth_ex_extreme_vol
MSFT,-0.0027517467745393,0.0015549613319315,pool_a_plus_small_growth_ex_extreme_vol
OKTA,0.001978066189483,0.0011177687079008,pool_a_plus_small_growth_ex_extreme_vol
CRM,-0.0004119121792154,0.0002327639726002,pool_a_plus_small_growth_ex_extreme_vol
TLT,0.0,0.0,pool_a_plus_small_growth_ex_extreme_vol
XLK,0.0,0.0,pool_a_plus_small_growth_ex_extreme_vol
AMZN,0.0,0.0,pool_a_plus_small_growth_ex_extreme_vol
TSM,0.0,0.0,pool_a_plus_small_growth_ex_extreme_vol
IWM,0.0,0.0,pool_a_plus_small_growth_ex_extreme_vol
GOOGL,0.0,0.0,pool_a_plus_small_growth_ex_extreme_vol
SPY,0.0,0.0,pool_a_plus_small_growth_ex_extreme_vol
SHY,0.0,0.0,pool_a_plus_small_growth_ex_extreme_vol
GLD,0.0,0.0,pool_a_plus_small_growth_ex_extreme_vol
QQQ,0.0,0.0,pool_a_plus_small_growth_ex_extreme_vol
QLD,0.0,0.0,pool_a_plus_small_growth_ex_extreme_vol
SSO,0.0,0.0,pool_a_plus_small_growth_ex_extreme_vol
MRVL,0.1263414677101533,0.0933592894671709,pool_a_plus_small_growth_ex_extreme_vol_top10_control
TSLA,0.1114719684935292,0.0823715598898841,pool_a_plus_small_growth_ex_extreme_vol_top10_control
INTC,0.0770305782846109,0.0569212958044385,pool_a_plus_small_growth_ex_extreme_vol_top10_control
TQQQ,0.0754843125722611,0.0557786917897091,pool_a_plus_small_growth_ex_extreme_vol_top10_control
TEAM,-0.0597025127187501,0.0441168229865301,pool_a_plus_small_growth_ex_extreme_vol_top10_control
QLD,0.0583092423432225,0.0430872739821341,pool_a_plus_small_growth_ex_extreme_vol_top10_control
KLAC,0.0577172085425574,0.0426497940638428,pool_a_plus_small_growth_ex_extreme_vol_top10_control
UPRO,0.0567321961416721,0.041921924904732,pool_a_plus_small_growth_ex_extreme_vol_top10_control
MU,0.0513671210394134,0.0379574340011281,pool_a_plus_small_growth_ex_extreme_vol_top10_control
LRCX,0.0500598082435704,0.0369914028480688,pool_a_plus_small_growth_ex_extreme_vol_top10_control
ORCL,-0.0456335865357978,0.0337206721754615,pool_a_plus_small_growth_ex_extreme_vol_top10_control
AMAT,0.0444828644471802,0.0328703528106907,pool_a_plus_small_growth_ex_extreme_vol_top10_control
SHOP,0.0418464800471694,0.0309222119602772,pool_a_plus_small_growth_ex_extreme_vol_top10_control
MPWR,-0.0408070714159017,0.0301541470245126,pool_a_plus_small_growth_ex_extreme_vol_top10_control
SNAP,0.0377385558147404,0.027886685347555,pool_a_plus_small_growth_ex_extreme_vol_top10_control
AMD,0.0361789348121217,0.0267342125191042,pool_a_plus_small_growth_ex_extreme_vol_top10_control
AVGO,0.0304548764442366,0.0225044530285753,pool_a_plus_small_growth_ex_extreme_vol_top10_control
NET,0.0298833493395586,0.0220821264134819,pool_a_plus_small_growth_ex_extreme_vol_top10_control
ON,-0.0292239905779377,0.0215948971086102,pool_a_plus_small_growth_ex_extreme_vol_top10_control
CRWD,-0.027682765725791,0.0204560180080788,pool_a_plus_small_growth_ex_extreme_vol_top10_control
AMZN,0.022956776111874,0.0169637755924949,pool_a_plus_small_growth_ex_extreme_vol_top10_control
OKTA,0.0192967458668847,0.0142592176251578,pool_a_plus_small_growth_ex_extreme_vol_top10_control
NOW,-0.0192672737983134,0.0142374394122652,pool_a_plus_small_growth_ex_extreme_vol_top10_control
FTNT,0.018887785385515,0.0139570186666304,pool_a_plus_small_growth_ex_extreme_vol_top10_control
GOOGL,0.018511660687851,0.013679083518643,pool_a_plus_small_growth_ex_extreme_vol_top10_control
GLD,0.0176145156684839,0.0130161434477767,pool_a_plus_small_growth_ex_extreme_vol_top10_control
ZS,-0.0173182261804008,0.0127972020615053,pool_a_plus_small_growth_ex_extreme_vol_top10_control
PINS,-0.0145694836353634,0.0107660348162299,pool_a_plus_small_growth_ex_extreme_vol_top10_control
SPOT,0.0129724735914199,0.0095859335741219,pool_a_plus_small_growth_ex_extreme_vol_top10_control
NFLX,0.0122801805037959,0.0090743676414553,pool_a_plus_small_growth_ex_extreme_vol_top10_control
SSO,0.0116184388324365,0.0085853774993536,pool_a_plus_small_growth_ex_extreme_vol_top10_control
META,-0.0109293812816725,0.0080762024477474,pool_a_plus_small_growth_ex_extreme_vol_top10_control
ASML,0.0106961739418119,0.0079038752463739,pool_a_plus_small_growth_ex_extreme_vol_top10_control
TSM,-0.0097970037111074,0.0072394386574213,pool_a_plus_small_growth_ex_extreme_vol_top10_control
NVDA,0.0097337058382403,0.0071926650640575,pool_a_plus_small_growth_ex_extreme_vol_top10_control
AAPL,0.0094703093703453,0.0069980297828903,pool_a_plus_small_growth_ex_extreme_vol_top10_control
DDOG,0.0056112767310396,0.0041464201588615,pool_a_plus_small_growth_ex_extreme_vol_top10_control
ADBE,-0.0053120148832064,0.0039252823647174,pool_a_plus_small_growth_ex_extreme_vol_top10_control
UBER,0.0040190795817165,0.0029698753771159,pool_a_plus_small_growth_ex_extreme_vol_top10_control
MDB,-0.0038186629582387,0.0028217786840473,pool_a_plus_small_growth_ex_extreme_vol_top10_control
TLT,0.0029766272181914,0.0021995612931815,pool_a_plus_small_growth_ex_extreme_vol_top10_control
CRM,0.0026294712847489,0.0019430324442776,pool_a_plus_small_growth_ex_extreme_vol_top10_control
PANW,0.001665307429855,0.0012305691964284,pool_a_plus_small_growth_ex_extreme_vol_top10_control
SOXX,-0.0014476532194777,0.0010697348892239,pool_a_plus_small_growth_ex_extreme_vol_top10_control
MSFT,-0.0011830660307772,0.0008742197318737,pool_a_plus_small_growth_ex_extreme_vol_top10_control
SHY,0.0003883656690901,0.0002869805423099,pool_a_plus_small_growth_ex_extreme_vol_top10_control
IWM,0.0001616822172155,0.0001194741298505,pool_a_plus_small_growth_ex_extreme_vol_top10_control
SPY,0.0,0.0,pool_a_plus_small_growth_ex_extreme_vol_top10_control
QQQ,0.0,0.0,pool_a_plus_small_growth_ex_extreme_vol_top10_control
XLK,0.0,0.0,pool_a_plus_small_growth_ex_extreme_vol_top10_control
