universe_name,ticker,selection_rows,avg_weight,max_weight
formal_pool_a_plus_small_growth_ex_high_vol,INTC,116,0.2,0.2
formal_small_growth_only,SNOW,116,0.2,0.2
formal_pool_a_plus_small_growth,INTC,107,0.2,0.2
formal_pool_a_reproduction,INTC,107,0.2,0.2
formal_pool_a_plus_small_growth_ex_high_vol,AVGO,105,0.2,0.2
formal_pool_a_plus_small_growth_ex_high_vol,NOW,104,0.2,0.2
formal_small_growth_only,UBER,85,0.2,0.2
formal_pool_a_plus_small_growth_ex_high_vol,CRM,84,0.2,0.2
formal_small_growth_only,ADBE,84,0.2,0.2
formal_pool_a_plus_small_growth_ex_high_vol,ADBE,83,0.2,0.2
formal_pool_a_plus_small_growth_ex_high_vol,NFLX,81,0.19999999999999998,0.2
formal_pool_a_plus_small_growth,NFLX,80,0.2,0.2
formal_pool_a_reproduction,NFLX,80,0.2,0.2
formal_small_growth_only,ORCL,74,0.2,0.2
formal_pool_a_plus_small_growth,ORCL,70,0.2,0.2
formal_pool_a_reproduction,ORCL,70,0.2,0.2
formal_pool_a_plus_small_growth,NOW,68,0.2,0.2
formal_pool_a_reproduction,NOW,68,0.2,0.2
formal_pool_a_plus_small_growth,AVGO,63,0.2,0.2
formal_pool_a_plus_small_growth,SSO,63,0.2,0.2
formal_pool_a_plus_small_growth,UBER,63,0.2,0.2
formal_pool_a_plus_small_growth_ex_high_vol,SSO,63,0.2,0.2
formal_pool_a_plus_small_growth_ex_high_vol,UBER,63,0.2,0.2
formal_pool_a_reproduction,AVGO,63,0.2,0.2
formal_pool_a_reproduction,SSO,63,0.2,0.2
formal_pool_a_reproduction,UBER,63,0.2,0.2
formal_pool_a_plus_small_growth_ex_high_vol,ORCL,62,0.2,0.2
formal_pool_a_plus_small_growth_ex_high_vol,PANW,61,0.2,0.2
formal_pool_a_plus_small_growth,AMD,56,0.2,0.2
formal_pool_a_reproduction,AMD,56,0.2,0.2
formal_small_growth_only,MU,49,0.2,0.2
formal_pool_a_plus_small_growth,CRM,43,0.19999999999999998,0.2
formal_pool_a_reproduction,CRM,43,0.19999999999999998,0.2
formal_pool_a_plus_small_growth,ADBE,42,0.2,0.2
formal_pool_a_reproduction,ADBE,42,0.2,0.2
formal_pool_a_plus_small_growth_ex_high_vol,XLK,41,0.20000000000000004,0.2
formal_pool_a_plus_small_growth_ex_high_vol,MU,38,0.2,0.2
formal_pool_a_plus_small_growth,MU,35,0.2,0.2
formal_pool_a_reproduction,MU,35,0.2,0.2
formal_pool_a_plus_small_growth_ex_high_vol,META,23,0.2,0.2
formal_pool_a_plus_small_growth,QQQ,22,0.2,0.2
formal_pool_a_plus_small_growth,SOXX,22,0.2,0.2
formal_pool_a_plus_small_growth_ex_high_vol,QQQ,22,0.2,0.2
formal_pool_a_plus_small_growth_ex_high_vol,SOXX,22,0.2,0.2
formal_pool_a_reproduction,QQQ,22,0.2,0.2
formal_pool_a_reproduction,SOXX,22,0.2,0.2
formal_pool_a_plus_small_growth_ex_high_vol,GOOGL,21,0.2,0.2
formal_pool_a_plus_small_growth_ex_high_vol,AMZN,20,0.2,0.2
formal_pool_a_plus_small_growth_ex_high_vol,UPRO,18,0.2,0.2
formal_pool_a_plus_small_growth,GLD,12,0.20000000000000004,0.2
formal_pool_a_plus_small_growth,SNOW,12,0.20000000000000004,0.2
formal_pool_a_plus_small_growth_ex_high_vol,GLD,12,0.20000000000000004,0.2
formal_pool_a_plus_small_growth_ex_high_vol,MSFT,12,0.20000000000000004,0.2
formal_pool_a_plus_small_growth_ex_high_vol,SNOW,12,0.20000000000000004,0.2
formal_pool_a_reproduction,GLD,12,0.20000000000000004,0.2
formal_pool_a_reproduction,SNOW,12,0.20000000000000004,0.2
formal_pool_a_plus_small_growth,META,6,0.20000000000000004,0.2
formal_pool_a_reproduction,META,6,0.20000000000000004,0.2
